skill_name,skill_url
OS X,http://www.linkedin.com/skills/skill/OS_X
QA Engineering,http://www.linkedin.com/skills/skill/QA_Engineering
C# Script,http://www.linkedin.com/skills/skill/C#_Script
TestComplete,http://www.linkedin.com/skills/skill/TestComplete
TCP/IP protocols,http://www.linkedin.com/skills/skill/TCP/IP_protocols
DB2,http://www.linkedin.com/skills/skill/DB2
CICS,http://www.linkedin.com/skills/skill/CICS
PL/1,http://www.linkedin.com/skills/skill/PL/1
IMS DB/DC,http://www.linkedin.com/skills/skill/IMS_DB/DC
IBM Assembler,http://www.linkedin.com/skills/skill/IBM_Assembler
TSS,http://www.linkedin.com/skills/skill/TSS
Mainframe,http://www.linkedin.com/skills/skill/Mainframe
Resin,http://www.linkedin.com/skills/skill/Resin
DataSynapse Grid Server,http://www.linkedin.com/skills/skill/DataSynapse_Grid_Server
RACF,http://www.linkedin.com/skills/skill/RACF
Data Center,http://www.linkedin.com/skills/skill/Data_Center
Hosting,http://www.linkedin.com/skills/skill/Hosting
Colocation,http://www.linkedin.com/skills/skill/Colocation
Hosted Services,http://www.linkedin.com/skills/skill/Hosted_Services
Electronic Payments,http://www.linkedin.com/skills/skill/Electronic_Payments
Operations,http://www.linkedin.com/skills/skill/Operations
Bartending,http://www.linkedin.com/skills/skill/Bartending
iGaming,http://www.linkedin.com/skills/skill/iGaming
Online Casino,http://www.linkedin.com/skills/skill/Online_Casino
System Development,http://www.linkedin.com/skills/skill/System_Development
NHibernate,http://www.linkedin.com/skills/skill/NHibernate
Object Oriented Modeling,http://www.linkedin.com/skills/skill/Object_Oriented_Modeling
Architectural Patterns,http://www.linkedin.com/skills/skill/Architectural_Patterns
ReSharper,http://www.linkedin.com/skills/skill/ReSharper
ORM,http://www.linkedin.com/skills/skill/ORM
Refactoring,http://www.linkedin.com/skills/skill/Refactoring
AutoMapper,http://www.linkedin.com/skills/skill/AutoMapper
LoadRunner,http://www.linkedin.com/skills/skill/LoadRunner
JNDI,http://www.linkedin.com/skills/skill/JNDI
IntelliJ IDEA,http://www.linkedin.com/skills/skill/IntelliJ_IDEA
JDeveloper,http://www.linkedin.com/skills/skill/JDeveloper
VMware Infrastructure,http://www.linkedin.com/skills/skill/VMware_Infrastructure
Cisco Technologies,http://www.linkedin.com/skills/skill/Cisco_Technologies
Infrastructure Architecture,http://www.linkedin.com/skills/skill/Infrastructure_Architecture
Cluster,http://www.linkedin.com/skills/skill/Cluster
Cloud Architecture,http://www.linkedin.com/skills/skill/Cloud_Architecture
CIOs,http://www.linkedin.com/skills/skill/CIOs
Citrix,http://www.linkedin.com/skills/skill/Citrix
Enterprise Vault,http://www.linkedin.com/skills/skill/Enterprise_Vault
NAS,http://www.linkedin.com/skills/skill/NAS
SAN,http://www.linkedin.com/skills/skill/SAN
PKI,http://www.linkedin.com/skills/skill/PKI
SSO,http://www.linkedin.com/skills/skill/SSO
Identity Federation,http://www.linkedin.com/skills/skill/Identity_Federation
Access Control,http://www.linkedin.com/skills/skill/Access_Control
Software Solution Architecture,http://www.linkedin.com/skills/skill/Software_Solution_Architecture
Role Modeling,http://www.linkedin.com/skills/skill/Role_Modeling
IAM,http://www.linkedin.com/skills/skill/IAM
OOD,http://www.linkedin.com/skills/skill/OOD
Video Development,http://www.linkedin.com/skills/skill/Video_Development
Development Management,http://www.linkedin.com/skills/skill/Development_Management
Premiere,http://www.linkedin.com/skills/skill/Premiere
3D Studio Max,http://www.linkedin.com/skills/skill/3D_Studio_Max
Motion Graphic Design,http://www.linkedin.com/skills/skill/Motion_Graphic_Design
GUI Designing,http://www.linkedin.com/skills/skill/GUI_Designing
RF,http://www.linkedin.com/skills/skill/RF
SDH,http://www.linkedin.com/skills/skill/SDH
Microwave,http://www.linkedin.com/skills/skill/Microwave
Ethernet,http://www.linkedin.com/skills/skill/Ethernet
Spectrum Analyzer,http://www.linkedin.com/skills/skill/Spectrum_Analyzer
FPGA,http://www.linkedin.com/skills/skill/FPGA
TDM,http://www.linkedin.com/skills/skill/TDM
Orcad,http://www.linkedin.com/skills/skill/Orcad
Antennas,http://www.linkedin.com/skills/skill/Antennas
System Deployment,http://www.linkedin.com/skills/skill/System_Deployment
Oracle RAC,http://www.linkedin.com/skills/skill/Oracle_RAC
Eastern Europe,http://www.linkedin.com/skills/skill/Eastern_Europe
Optimistic,http://www.linkedin.com/skills/skill/Optimistic
Pragmatic,http://www.linkedin.com/skills/skill/Pragmatic
PnL Management,http://www.linkedin.com/skills/skill/PnL_Management
W3C,http://www.linkedin.com/skills/skill/W3C
R&D Managment,http://www.linkedin.com/skills/skill/R&D_Managment
Netbackup,http://www.linkedin.com/skills/skill/Netbackup
Microsoft Windows,http://www.linkedin.com/skills/skill/Microsoft_Windows
Xen Server,http://www.linkedin.com/skills/skill/Xen_Server
NetApp Filers,http://www.linkedin.com/skills/skill/NetApp_Filers
Data ONTAP,http://www.linkedin.com/skills/skill/Data_ONTAP
Partner Management,http://www.linkedin.com/skills/skill/Partner_Management
Oracle Database (Admin & Developer),http://www.linkedin.com/skills/skill/Oracle_Database_(Admin_&_Developer)
WPF Development,http://www.linkedin.com/skills/skill/WPF_Development
Windows Phone,http://www.linkedin.com/skills/skill/Windows_Phone
Guiding,http://www.linkedin.com/skills/skill/Guiding
Oracle Application Server,http://www.linkedin.com/skills/skill/Oracle_Application_Server
DirectShow,http://www.linkedin.com/skills/skill/DirectShow
ElasticSearch,http://www.linkedin.com/skills/skill/ElasticSearch
Neo4j,http://www.linkedin.com/skills/skill/Neo4j
NUnit,http://www.linkedin.com/skills/skill/NUnit
Expression Blend,http://www.linkedin.com/skills/skill/Expression_Blend
XSLT,http://www.linkedin.com/skills/skill/XSLT
VPN,http://www.linkedin.com/skills/skill/VPN
NAC,http://www.linkedin.com/skills/skill/NAC
Human Relations,http://www.linkedin.com/skills/skill/Human_Relations
CCNA,http://www.linkedin.com/skills/skill/CCNA
IDS,http://www.linkedin.com/skills/skill/IDS
Psychology,http://www.linkedin.com/skills/skill/Psychology
Recruitment for leading high-tech companies,http://www.linkedin.com/skills/skill/Recruitment_for_leading_high-tech_companies
Tutoring,http://www.linkedin.com/skills/skill/Tutoring
Technical Course Development,http://www.linkedin.com/skills/skill/Technical_Course_Development
SQL Clustering,http://www.linkedin.com/skills/skill/SQL_Clustering
Microsoft Cluster,http://www.linkedin.com/skills/skill/Microsoft_Cluster
T-SQL Stored Procedures,http://www.linkedin.com/skills/skill/T-SQL_Stored_Procedures
TSM,http://www.linkedin.com/skills/skill/TSM
Microsoft DNS,http://www.linkedin.com/skills/skill/Microsoft_DNS
Paypal Integration,http://www.linkedin.com/skills/skill/Paypal_Integration
Sencha,http://www.linkedin.com/skills/skill/Sencha
ESRI,http://www.linkedin.com/skills/skill/ESRI
Computer Systems Analysis,http://www.linkedin.com/skills/skill/Computer_Systems_Analysis
MVC Architecture,http://www.linkedin.com/skills/skill/MVC_Architecture
SAP Basis,http://www.linkedin.com/skills/skill/SAP_Basis
AIX,http://www.linkedin.com/skills/skill/AIX
HP-UX,http://www.linkedin.com/skills/skill/HP-UX
SAP CRM,http://www.linkedin.com/skills/skill/SAP_CRM
SAP J2EE,http://www.linkedin.com/skills/skill/SAP_J2EE
SQL Server 2000-2008,http://www.linkedin.com/skills/skill/SQL_Server_2000-2008
SAP BIA,http://www.linkedin.com/skills/skill/SAP_BIA
Awesomeness,http://www.linkedin.com/skills/skill/Awesomeness
N-tier,http://www.linkedin.com/skills/skill/N-tier
Comic Books,http://www.linkedin.com/skills/skill/Comic_Books
Comic Book Art,http://www.linkedin.com/skills/skill/Comic_Book_Art
Avid Media Composer,http://www.linkedin.com/skills/skill/Avid_Media_Composer
Avid Express,http://www.linkedin.com/skills/skill/Avid_Express
Adobe Premiere,http://www.linkedin.com/skills/skill/Adobe_Premiere
Oracle Enterprise Manager,http://www.linkedin.com/skills/skill/Oracle_Enterprise_Manager
RMAN,http://www.linkedin.com/skills/skill/RMAN
Oracle Streams,http://www.linkedin.com/skills/skill/Oracle_Streams
Red Hat Linux,http://www.linkedin.com/skills/skill/Red_Hat_Linux
Oracle E-Business Suite,http://www.linkedin.com/skills/skill/Oracle_E-Business_Suite
Replication,http://www.linkedin.com/skills/skill/Replication
Grid Control,http://www.linkedin.com/skills/skill/Grid_Control
Qt,http://www.linkedin.com/skills/skill/Qt
C# 3.0,http://www.linkedin.com/skills/skill/C#_3.0
Moq,http://www.linkedin.com/skills/skill/Moq
SOLID principles,http://www.linkedin.com/skills/skill/SOLID_principles
Membase,http://www.linkedin.com/skills/skill/Membase
Terracotta,http://www.linkedin.com/skills/skill/Terracotta
Kettle,http://www.linkedin.com/skills/skill/Kettle
JConsole,http://www.linkedin.com/skills/skill/JConsole
jaxb,http://www.linkedin.com/skills/skill/jaxb
Memory Management,http://www.linkedin.com/skills/skill/Memory_Management
xsd,http://www.linkedin.com/skills/skill/xsd
J2EE Application Development,http://www.linkedin.com/skills/skill/J2EE_Application_Development
Microsoft Office Sharepoint Server,http://www.linkedin.com/skills/skill/Microsoft_Office_Sharepoint_Server
Nice Guy,http://www.linkedin.com/skills/skill/Nice_Guy
Oracle PL/SQL Development,http://www.linkedin.com/skills/skill/Oracle_PL/SQL_Development
Fast Learner,http://www.linkedin.com/skills/skill/Fast_Learner
Project Team Management,http://www.linkedin.com/skills/skill/Project_Team_Management
24x7 Production Support,http://www.linkedin.com/skills/skill/24x7_Production_Support
WiFi,http://www.linkedin.com/skills/skill/WiFi
LAN-WAN,http://www.linkedin.com/skills/skill/LAN-WAN
Network Design,http://www.linkedin.com/skills/skill/Network_Design
WiMAX,http://www.linkedin.com/skills/skill/WiMAX
Technical Engineering,http://www.linkedin.com/skills/skill/Technical_Engineering
Distributed Team Management,http://www.linkedin.com/skills/skill/Distributed_Team_Management
Full project lifecycle experience,http://www.linkedin.com/skills/skill/Full_project_lifecycle_experience
Written & Oral Presentation Skills,http://www.linkedin.com/skills/skill/Written_&_Oral_Presentation_Skills
Integrity,http://www.linkedin.com/skills/skill/Integrity
SAPScript,http://www.linkedin.com/skills/skill/SAPScript
Data Migration,http://www.linkedin.com/skills/skill/Data_Migration
H.323,http://www.linkedin.com/skills/skill/H.323
EMV,http://www.linkedin.com/skills/skill/EMV
ISO8583,http://www.linkedin.com/skills/skill/ISO8583
Storage Solutions,http://www.linkedin.com/skills/skill/Storage_Solutions
WebSphere MQ,http://www.linkedin.com/skills/skill/WebSphere_MQ
ESB,http://www.linkedin.com/skills/skill/ESB
Team Mentoring,http://www.linkedin.com/skills/skill/Team_Mentoring
Informatica,http://www.linkedin.com/skills/skill/Informatica
Sencha Touch,http://www.linkedin.com/skills/skill/Sencha_Touch
Advanced CSS,http://www.linkedin.com/skills/skill/Advanced_CSS
Ext JS,http://www.linkedin.com/skills/skill/Ext_JS
Soft Skills,http://www.linkedin.com/skills/skill/Soft_Skills
User Requirements,http://www.linkedin.com/skills/skill/User_Requirements
Iterative Design,http://www.linkedin.com/skills/skill/Iterative_Design
Client/server,http://www.linkedin.com/skills/skill/Client/server
Code Review,http://www.linkedin.com/skills/skill/Code_Review
End User Training,http://www.linkedin.com/skills/skill/End_User_Training
Visio / Rational,http://www.linkedin.com/skills/skill/Visio_/_Rational
VBA / VB Script / VSTOR,http://www.linkedin.com/skills/skill/VBA_/_VB_Script_/_VSTOR
HTML / CSS,http://www.linkedin.com/skills/skill/HTML_/_CSS
XML / XPATH / XSL,http://www.linkedin.com/skills/skill/XML_/_XPATH_/_XSL
Microsoft SQL Server / MySQL,http://www.linkedin.com/skills/skill/Microsoft_SQL_Server_/_MySQL
Web Services / SOAP / Remoting,http://www.linkedin.com/skills/skill/Web_Services_/_SOAP_/_Remoting
TFS / SVN / SourceSafe,http://www.linkedin.com/skills/skill/TFS_/_SVN_/_SourceSafe
Bugzilla / Quality Center / Test Director,http://www.linkedin.com/skills/skill/Bugzilla_/_Quality_Center_/_Test_Director
E-payments,http://www.linkedin.com/skills/skill/E-payments
Electronic Funds Transfer,http://www.linkedin.com/skills/skill/Electronic_Funds_Transfer
Payment Services,http://www.linkedin.com/skills/skill/Payment_Services
Debit Cards,http://www.linkedin.com/skills/skill/Debit_Cards
Payment Card Processing,http://www.linkedin.com/skills/skill/Payment_Card_Processing
AML,http://www.linkedin.com/skills/skill/AML
Remittances,http://www.linkedin.com/skills/skill/Remittances
International business experience,http://www.linkedin.com/skills/skill/International_business_experience
Payment Cards,http://www.linkedin.com/skills/skill/Payment_Cards
Alternative Payments,http://www.linkedin.com/skills/skill/Alternative_Payments
Payment Gateways,http://www.linkedin.com/skills/skill/Payment_Gateways
Acquiring,http://www.linkedin.com/skills/skill/Acquiring
Experience in business development,http://www.linkedin.com/skills/skill/Experience_in_business_development
Long management experience,http://www.linkedin.com/skills/skill/Long_management_experience
experience in manage that combine business and technology,http://www.linkedin.com/skills/skill/experience_in_manage_that_combine_business_and_technology
Storage Management,http://www.linkedin.com/skills/skill/Storage_Management
REXX,http://www.linkedin.com/skills/skill/REXX
Trading Systems,http://www.linkedin.com/skills/skill/Trading_Systems
Proprietary Trading,http://www.linkedin.com/skills/skill/Proprietary_Trading
Cassandra,http://www.linkedin.com/skills/skill/Cassandra
HBase,http://www.linkedin.com/skills/skill/HBase
SAS programming,http://www.linkedin.com/skills/skill/SAS_programming
Server Management,http://www.linkedin.com/skills/skill/Server_Management
VMware Server,http://www.linkedin.com/skills/skill/VMware_Server
Blackberry applications,http://www.linkedin.com/skills/skill/Blackberry_applications
Oracle Certified DBA,http://www.linkedin.com/skills/skill/Oracle_Certified_DBA
Checkpoint Security,http://www.linkedin.com/skills/skill/Checkpoint_Security
MBA Finance,http://www.linkedin.com/skills/skill/MBA_Finance
Conducting Interviews,http://www.linkedin.com/skills/skill/Conducting_Interviews
Staff Training,http://www.linkedin.com/skills/skill/Staff_Training
College Teaching,http://www.linkedin.com/skills/skill/College_Teaching
Technical Support,http://www.linkedin.com/skills/skill/Technical_Support
Good team player,http://www.linkedin.com/skills/skill/Good_team_player
High motivation to learn and excel,http://www.linkedin.com/skills/skill/High_motivation_to_learn_and_excel
System Testing,http://www.linkedin.com/skills/skill/System_Testing
ISTQB,http://www.linkedin.com/skills/skill/ISTQB
QA,http://www.linkedin.com/skills/skill/QA
QC,http://www.linkedin.com/skills/skill/QC
Quality Control,http://www.linkedin.com/skills/skill/Quality_Control
Dbase,http://www.linkedin.com/skills/skill/Dbase
Import,http://www.linkedin.com/skills/skill/Import
doing business in China,http://www.linkedin.com/skills/skill/doing_business_in_China
Imaging Science,http://www.linkedin.com/skills/skill/Imaging_Science
Systems Neuroscience,http://www.linkedin.com/skills/skill/Systems_Neuroscience
Computational Neuroscience,http://www.linkedin.com/skills/skill/Computational_Neuroscience
Neuroscience,http://www.linkedin.com/skills/skill/Neuroscience
Staffing Services,http://www.linkedin.com/skills/skill/Staffing_Services
Agile Modeling,http://www.linkedin.com/skills/skill/Agile_Modeling
Heijunka,http://www.linkedin.com/skills/skill/Heijunka
BDD,http://www.linkedin.com/skills/skill/BDD
Iterative,http://www.linkedin.com/skills/skill/Iterative
Pair Programming,http://www.linkedin.com/skills/skill/Pair_Programming
Value Stream,http://www.linkedin.com/skills/skill/Value_Stream
Cycle Time Reduction,http://www.linkedin.com/skills/skill/Cycle_Time_Reduction
5 Why,http://www.linkedin.com/skills/skill/5_Why
A3,http://www.linkedin.com/skills/skill/A3
Value Stream Mapping,http://www.linkedin.com/skills/skill/Value_Stream_Mapping
BizTalk,http://www.linkedin.com/skills/skill/BizTalk
MOSS 2007,http://www.linkedin.com/skills/skill/MOSS_2007
Flash Video,http://www.linkedin.com/skills/skill/Flash_Video
RIA,http://www.linkedin.com/skills/skill/RIA
MXML,http://www.linkedin.com/skills/skill/MXML
AMFPHP,http://www.linkedin.com/skills/skill/AMFPHP
Interactive Development,http://www.linkedin.com/skills/skill/Interactive_Development
Rich Media,http://www.linkedin.com/skills/skill/Rich_Media
AS2,http://www.linkedin.com/skills/skill/AS2
AS3,http://www.linkedin.com/skills/skill/AS3
FMS,http://www.linkedin.com/skills/skill/FMS
Cairngorm,http://www.linkedin.com/skills/skill/Cairngorm
Flex Builder,http://www.linkedin.com/skills/skill/Flex_Builder
HR Strategy,http://www.linkedin.com/skills/skill/HR_Strategy
Job Descriptions,http://www.linkedin.com/skills/skill/Job_Descriptions
Executives,http://www.linkedin.com/skills/skill/Executives
Assessment,http://www.linkedin.com/skills/skill/Assessment
Diversity Recruitment,http://www.linkedin.com/skills/skill/Diversity_Recruitment
Global Recruitment,http://www.linkedin.com/skills/skill/Global_Recruitment
HR Solutions,http://www.linkedin.com/skills/skill/HR_Solutions
Full-cycle Recruiting,http://www.linkedin.com/skills/skill/Full-cycle_Recruiting
Sales Recruitment,http://www.linkedin.com/skills/skill/Sales_Recruitment
Global HR,http://www.linkedin.com/skills/skill/Global_HR
MS Reporting Services,http://www.linkedin.com/skills/skill/MS_Reporting_Services
Query Optimization,http://www.linkedin.com/skills/skill/Query_Optimization
Brokers,http://www.linkedin.com/skills/skill/Brokers
SQL Server Management Studio,http://www.linkedin.com/skills/skill/SQL_Server_Management_Studio
Data Modeling,http://www.linkedin.com/skills/skill/Data_Modeling
Analysis Services,http://www.linkedin.com/skills/skill/Analysis_Services
Service Broker,http://www.linkedin.com/skills/skill/Service_Broker
Couchbase,http://www.linkedin.com/skills/skill/Couchbase
XSL,http://www.linkedin.com/skills/skill/XSL
Relational databases,http://www.linkedin.com/skills/skill/Relational_databases
Post SQL databases,http://www.linkedin.com/skills/skill/Post_SQL_databases
AOP,http://www.linkedin.com/skills/skill/AOP
J2ME,http://www.linkedin.com/skills/skill/J2ME
SQL database design,http://www.linkedin.com/skills/skill/SQL_database_design
Database Optimization,http://www.linkedin.com/skills/skill/Database_Optimization
Business Relationship Building,http://www.linkedin.com/skills/skill/Business_Relationship_Building
Maintaining Business Relationships,http://www.linkedin.com/skills/skill/Maintaining_Business_Relationships
Offshore Project Management,http://www.linkedin.com/skills/skill/Offshore_Project_Management
Offshore Resource Management,http://www.linkedin.com/skills/skill/Offshore_Resource_Management
Project Estimation,http://www.linkedin.com/skills/skill/Project_Estimation
Process Consulting,http://www.linkedin.com/skills/skill/Process_Consulting
Business Acumen,http://www.linkedin.com/skills/skill/Business_Acumen
Offshore Management,http://www.linkedin.com/skills/skill/Offshore_Management
Mobile Strategy,http://www.linkedin.com/skills/skill/Mobile_Strategy
wordpress development,http://www.linkedin.com/skills/skill/wordpress_development
joomla development,http://www.linkedin.com/skills/skill/joomla_development
Website Redesign,http://www.linkedin.com/skills/skill/Website_Redesign
Flash Design,http://www.linkedin.com/skills/skill/Flash_Design
Flash Games,http://www.linkedin.com/skills/skill/Flash_Games
mobile development,http://www.linkedin.com/skills/skill/mobile_development
Determined and Focused,http://www.linkedin.com/skills/skill/Determined_and_Focused
Growth Planning,http://www.linkedin.com/skills/skill/Growth_Planning
WCSF,http://www.linkedin.com/skills/skill/WCSF
Big Picture Thinking,http://www.linkedin.com/skills/skill/Big_Picture_Thinking
Digital Business,http://www.linkedin.com/skills/skill/Digital_Business
Mashups,http://www.linkedin.com/skills/skill/Mashups
Widgets,http://www.linkedin.com/skills/skill/Widgets
JavaScript Frameworks,http://www.linkedin.com/skills/skill/JavaScript_Frameworks
Revenue Cycle,http://www.linkedin.com/skills/skill/Revenue_Cycle
Brand Implementation,http://www.linkedin.com/skills/skill/Brand_Implementation
Mobile Experience,http://www.linkedin.com/skills/skill/Mobile_Experience
Evangelism,http://www.linkedin.com/skills/skill/Evangelism
Visual communication design,http://www.linkedin.com/skills/skill/Visual_communication_design
Fortinet,http://www.linkedin.com/skills/skill/Fortinet
HMC,http://www.linkedin.com/skills/skill/HMC
Microsoft CRM,http://www.linkedin.com/skills/skill/Microsoft_CRM
Nortel,http://www.linkedin.com/skills/skill/Nortel
Global Operations,http://www.linkedin.com/skills/skill/Global_Operations
Learning Management,http://www.linkedin.com/skills/skill/Learning_Management
Strategic Sales Initiatives,http://www.linkedin.com/skills/skill/Strategic_Sales_Initiatives
Bringing out the best in people,http://www.linkedin.com/skills/skill/Bringing_out_the_best_in_people
Best Practices,http://www.linkedin.com/skills/skill/Best_Practices
Empowerment,http://www.linkedin.com/skills/skill/Empowerment
Robotics,http://www.linkedin.com/skills/skill/Robotics
P2P,http://www.linkedin.com/skills/skill/P2P
Social Media sourcing,http://www.linkedin.com/skills/skill/Social_Media_sourcing
Wharton - Recanati,http://www.linkedin.com/skills/skill/Wharton_-_Recanati
Partner Recruitment,http://www.linkedin.com/skills/skill/Partner_Recruitment
Hosting Solutions,http://www.linkedin.com/skills/skill/Hosting_Solutions
microsoft sales specialist,http://www.linkedin.com/skills/skill/microsoft_sales_specialist
Sound Design,http://www.linkedin.com/skills/skill/Sound_Design
Music Production,http://www.linkedin.com/skills/skill/Music_Production
Post Production,http://www.linkedin.com/skills/skill/Post_Production
Music Supervision,http://www.linkedin.com/skills/skill/Music_Supervision
Composition,http://www.linkedin.com/skills/skill/Composition
Audio Post Production,http://www.linkedin.com/skills/skill/Audio_Post_Production
Audio Branding,http://www.linkedin.com/skills/skill/Audio_Branding
Original Music,http://www.linkedin.com/skills/skill/Original_Music
content programming,http://www.linkedin.com/skills/skill/content_programming
content taxonomy,http://www.linkedin.com/skills/skill/content_taxonomy
SQL Server Training,http://www.linkedin.com/skills/skill/SQL_Server_Training
Database Security,http://www.linkedin.com/skills/skill/Database_Security
SQL Server Consulting,http://www.linkedin.com/skills/skill/SQL_Server_Consulting
Organizational Effectiveness,http://www.linkedin.com/skills/skill/Organizational_Effectiveness
Project Oversight,http://www.linkedin.com/skills/skill/Project_Oversight
Private Placements,http://www.linkedin.com/skills/skill/Private_Placements
Jenkins,http://www.linkedin.com/skills/skill/Jenkins
Energetic team player,http://www.linkedin.com/skills/skill/Energetic_team_player
CBT,http://www.linkedin.com/skills/skill/CBT
Psychotherapy,http://www.linkedin.com/skills/skill/Psychotherapy
Therapists,http://www.linkedin.com/skills/skill/Therapists
Post Traumatic Stress,http://www.linkedin.com/skills/skill/Post_Traumatic_Stress
Mental Health,http://www.linkedin.com/skills/skill/Mental_Health
Psychological Assessment,http://www.linkedin.com/skills/skill/Psychological_Assessment
Stress Management,http://www.linkedin.com/skills/skill/Stress_Management
Cognitive Therapy,http://www.linkedin.com/skills/skill/Cognitive_Therapy
Treatment,http://www.linkedin.com/skills/skill/Treatment
Adults,http://www.linkedin.com/skills/skill/Adults
Clinical Psychology,http://www.linkedin.com/skills/skill/Clinical_Psychology
Life Transitions,http://www.linkedin.com/skills/skill/Life_Transitions
Wellness Coaching,http://www.linkedin.com/skills/skill/Wellness_Coaching
Flash Library (SWCs),http://www.linkedin.com/skills/skill/Flash_Library_(SWCs)
ActionScript3,http://www.linkedin.com/skills/skill/ActionScript3
Service Oriented Architecture Design,http://www.linkedin.com/skills/skill/Service_Oriented_Architecture_Design
Dev C++,http://www.linkedin.com/skills/skill/Dev_C++
Flash Ads,http://www.linkedin.com/skills/skill/Flash_Ads
QA Tools,http://www.linkedin.com/skills/skill/QA_Tools
Flash Security,http://www.linkedin.com/skills/skill/Flash_Security
Omniture,http://www.linkedin.com/skills/skill/Omniture
Regular Expressions,http://www.linkedin.com/skills/skill/Regular_Expressions
Domain Specific Languages,http://www.linkedin.com/skills/skill/Domain_Specific_Languages
Flash Builder Profiler,http://www.linkedin.com/skills/skill/Flash_Builder_Profiler
College Recruiting,http://www.linkedin.com/skills/skill/College_Recruiting
Linkedin Sourcing,http://www.linkedin.com/skills/skill/Linkedin_Sourcing
Student Recruitment,http://www.linkedin.com/skills/skill/Student_Recruitment
Graduate Recruitment,http://www.linkedin.com/skills/skill/Graduate_Recruitment
Student Recruiting,http://www.linkedin.com/skills/skill/Student_Recruiting
Executive Recruiting,http://www.linkedin.com/skills/skill/Executive_Recruiting
MVVM,http://www.linkedin.com/skills/skill/MVVM
Organizational Consulting,http://www.linkedin.com/skills/skill/Organizational_Consulting
Assessment Center,http://www.linkedin.com/skills/skill/Assessment_Center
Product R&D,http://www.linkedin.com/skills/skill/Product_R&D
R&D planning,http://www.linkedin.com/skills/skill/R&D_planning
Technology Leadership,http://www.linkedin.com/skills/skill/Technology_Leadership
Great Motivator,http://www.linkedin.com/skills/skill/Great_Motivator
Command & Control,http://www.linkedin.com/skills/skill/Command_&_Control
Enterprise GIS,http://www.linkedin.com/skills/skill/Enterprise_GIS
3D GIS,http://www.linkedin.com/skills/skill/3D_GIS
Play Framework,http://www.linkedin.com/skills/skill/Play_Framework
Multidisciplinary Design,http://www.linkedin.com/skills/skill/Multidisciplinary_Design
HTML/XML,http://www.linkedin.com/skills/skill/HTML/XML
Atlassian JIRA,http://www.linkedin.com/skills/skill/Atlassian_JIRA
Web Architectures,http://www.linkedin.com/skills/skill/Web_Architectures
User Generated Content,http://www.linkedin.com/skills/skill/User_Generated_Content
PHP Applications,http://www.linkedin.com/skills/skill/PHP_Applications
WF,http://www.linkedin.com/skills/skill/WF
UX design,http://www.linkedin.com/skills/skill/UX_design
WINRT,http://www.linkedin.com/skills/skill/WINRT
Metro Style Applications,http://www.linkedin.com/skills/skill/Metro_Style_Applications
Lighttpd,http://www.linkedin.com/skills/skill/Lighttpd
Linux Server,http://www.linkedin.com/skills/skill/Linux_Server
Storage Area Networks,http://www.linkedin.com/skills/skill/Storage_Area_Networks
Linux Tools,http://www.linkedin.com/skills/skill/Linux_Tools
Linux development,http://www.linkedin.com/skills/skill/Linux_development
OpenVPN,http://www.linkedin.com/skills/skill/OpenVPN
Email Hosting,http://www.linkedin.com/skills/skill/Email_Hosting
Linux server administration,http://www.linkedin.com/skills/skill/Linux_server_administration
Linux Security,http://www.linkedin.com/skills/skill/Linux_Security
HAProxy,http://www.linkedin.com/skills/skill/HAProxy
OpenVZ,http://www.linkedin.com/skills/skill/OpenVZ
Chef,http://www.linkedin.com/skills/skill/Chef
Puppet,http://www.linkedin.com/skills/skill/Puppet
Capistrano,http://www.linkedin.com/skills/skill/Capistrano
RabbitMQ,http://www.linkedin.com/skills/skill/RabbitMQ
LVS,http://www.linkedin.com/skills/skill/LVS
CDN,http://www.linkedin.com/skills/skill/CDN
Private Cloud,http://www.linkedin.com/skills/skill/Private_Cloud
ecaliptus cloud,http://www.linkedin.com/skills/skill/ecaliptus_cloud
Cloud Storage,http://www.linkedin.com/skills/skill/Cloud_Storage
OpenStack,http://www.linkedin.com/skills/skill/OpenStack
SQL Server Development,http://www.linkedin.com/skills/skill/SQL_Server_Development
SQL Server Administration,http://www.linkedin.com/skills/skill/SQL_Server_Administration
placememant,http://www.linkedin.com/skills/skill/placememant
Asset Management,http://www.linkedin.com/skills/skill/Asset_Management
PPP,http://www.linkedin.com/skills/skill/PPP
Program Director Trading Platforms,http://www.linkedin.com/skills/skill/Program_Director_Trading_Platforms
Platform Owner,http://www.linkedin.com/skills/skill/Platform_Owner
Board Member,http://www.linkedin.com/skills/skill/Board_Member
"Platform Principal, Platform Principal, Platform Principal, Platform Principal,","http://www.linkedin.com/skills/skill/Platform_Principal,_Platform_Principal,_Platform_Principal,_Platform_Principal,"
Tier 1 Trader,http://www.linkedin.com/skills/skill/Tier_1_Trader
Private Placement Programs - Tier 1 level,http://www.linkedin.com/skills/skill/Private_Placement_Programs_-_Tier_1_level
Financial Expert,http://www.linkedin.com/skills/skill/Financial_Expert
Financial Legislative Advisor,http://www.linkedin.com/skills/skill/Financial_Legislative_Advisor
Board Level Consultant,http://www.linkedin.com/skills/skill/Board_Level_Consultant
Several Board Seats,http://www.linkedin.com/skills/skill/Several_Board_Seats
Tier 1 Trader PPP,http://www.linkedin.com/skills/skill/Tier_1_Trader_PPP
"PPP, PPP, PPP","http://www.linkedin.com/skills/skill/PPP,_PPP,_PPP"
