skill_name,skill_url
Media Measurment,http://www.linkedin.com/skills/skill/Media_Measurment
Knowledge Management,http://www.linkedin.com/skills/skill/Knowledge_Management
Information Management,http://www.linkedin.com/skills/skill/Information_Management
Emotional Intelligence,http://www.linkedin.com/skills/skill/Emotional_Intelligence
People Skills,http://www.linkedin.com/skills/skill/People_Skills
Connecting People,http://www.linkedin.com/skills/skill/Connecting_People
International Business Development,http://www.linkedin.com/skills/skill/International_Business_Development
Qualitative Research,http://www.linkedin.com/skills/skill/Qualitative_Research
Report Writing,http://www.linkedin.com/skills/skill/Report_Writing
Policy,http://www.linkedin.com/skills/skill/Policy
Workshop Facilitation,http://www.linkedin.com/skills/skill/Workshop_Facilitation
Inspiring Leadership,http://www.linkedin.com/skills/skill/Inspiring_Leadership
Mediation,http://www.linkedin.com/skills/skill/Mediation
Functional Specifications,http://www.linkedin.com/skills/skill/Functional_Specifications
Employee Management,http://www.linkedin.com/skills/skill/Employee_Management
Website Promotion,http://www.linkedin.com/skills/skill/Website_Promotion
Magento,http://www.linkedin.com/skills/skill/Magento
Google Webmaster Tools,http://www.linkedin.com/skills/skill/Google_Webmaster_Tools
XHTML,http://www.linkedin.com/skills/skill/XHTML
Link Building,http://www.linkedin.com/skills/skill/Link_Building
Landing Page Optimization,http://www.linkedin.com/skills/skill/Landing_Page_Optimization
HTML5,http://www.linkedin.com/skills/skill/HTML5
HTML + CSS,http://www.linkedin.com/skills/skill/HTML_+_CSS
E-commerce Solutions,http://www.linkedin.com/skills/skill/E-commerce_Solutions
Google Website Optimizer,http://www.linkedin.com/skills/skill/Google_Website_Optimizer
Organic Search,http://www.linkedin.com/skills/skill/Organic_Search
Culture Change,http://www.linkedin.com/skills/skill/Culture_Change
Executive Development,http://www.linkedin.com/skills/skill/Executive_Development
Management Development,http://www.linkedin.com/skills/skill/Management_Development
Personal Development,http://www.linkedin.com/skills/skill/Personal_Development
Aircraft Leasing,http://www.linkedin.com/skills/skill/Aircraft_Leasing
Clipper,http://www.linkedin.com/skills/skill/Clipper
VBScript,http://www.linkedin.com/skills/skill/VBScript
VB.NET,http://www.linkedin.com/skills/skill/VB.NET
VBA,http://www.linkedin.com/skills/skill/VBA
ASP,http://www.linkedin.com/skills/skill/ASP
MS Office Suite,http://www.linkedin.com/skills/skill/MS_Office_Suite
MS Office Automation,http://www.linkedin.com/skills/skill/MS_Office_Automation
MS Project,http://www.linkedin.com/skills/skill/MS_Project
MS-DOS,http://www.linkedin.com/skills/skill/MS-DOS
Access,http://www.linkedin.com/skills/skill/Access
ADO,http://www.linkedin.com/skills/skill/ADO
Delphi,http://www.linkedin.com/skills/skill/Delphi
ActiveX,http://www.linkedin.com/skills/skill/ActiveX
FileNet,http://www.linkedin.com/skills/skill/FileNet
Computer Repair,http://www.linkedin.com/skills/skill/Computer_Repair
Computer Hardware,http://www.linkedin.com/skills/skill/Computer_Hardware
Adobe Fireworks,http://www.linkedin.com/skills/skill/Adobe_Fireworks
Corporate Governance,http://www.linkedin.com/skills/skill/Corporate_Governance
Trusts,http://www.linkedin.com/skills/skill/Trusts
Dispute Resolution,http://www.linkedin.com/skills/skill/Dispute_Resolution
Estate Planning,http://www.linkedin.com/skills/skill/Estate_Planning
Financial Institutions,http://www.linkedin.com/skills/skill/Financial_Institutions
Growth Capital,http://www.linkedin.com/skills/skill/Growth_Capital
Deal Sourcing,http://www.linkedin.com/skills/skill/Deal_Sourcing
Special Situations,http://www.linkedin.com/skills/skill/Special_Situations
Seed Capital,http://www.linkedin.com/skills/skill/Seed_Capital
Board of Director experience,http://www.linkedin.com/skills/skill/Board_of_Director_experience
Presentations,http://www.linkedin.com/skills/skill/Presentations
Test Management,http://www.linkedin.com/skills/skill/Test_Management
Black Box Testing,http://www.linkedin.com/skills/skill/Black_Box_Testing
ISEB,http://www.linkedin.com/skills/skill/ISEB
Test Planning,http://www.linkedin.com/skills/skill/Test_Planning
Regression Testing,http://www.linkedin.com/skills/skill/Regression_Testing
Quality Center,http://www.linkedin.com/skills/skill/Quality_Center
v model,http://www.linkedin.com/skills/skill/v_model
Defect Tracking,http://www.linkedin.com/skills/skill/Defect_Tracking
Shell Scripting,http://www.linkedin.com/skills/skill/Shell_Scripting
Bash,http://www.linkedin.com/skills/skill/Bash
Workshop Leader,http://www.linkedin.com/skills/skill/Workshop_Leader
EAI,http://www.linkedin.com/skills/skill/EAI
Scala,http://www.linkedin.com/skills/skill/Scala
Oracle Service Bus,http://www.linkedin.com/skills/skill/Oracle_Service_Bus
XQuery,http://www.linkedin.com/skills/skill/XQuery
Technical Staff Management,http://www.linkedin.com/skills/skill/Technical_Staff_Management
Business Advisory,http://www.linkedin.com/skills/skill/Business_Advisory
Business Plan Formulation,http://www.linkedin.com/skills/skill/Business_Plan_Formulation
Strategy Facilitation,http://www.linkedin.com/skills/skill/Strategy_Facilitation
Training & Development,http://www.linkedin.com/skills/skill/Training_&_Development
Technology Commercialization,http://www.linkedin.com/skills/skill/Technology_Commercialization
Executive Mentoring,http://www.linkedin.com/skills/skill/Executive_Mentoring
Employee Training,http://www.linkedin.com/skills/skill/Employee_Training
Commercialization,http://www.linkedin.com/skills/skill/Commercialization
Presenter,http://www.linkedin.com/skills/skill/Presenter
Medical Devices,http://www.linkedin.com/skills/skill/Medical_Devices
Chess,http://www.linkedin.com/skills/skill/Chess
Genealogy,http://www.linkedin.com/skills/skill/Genealogy
Gap Analysis,http://www.linkedin.com/skills/skill/Gap_Analysis
User Acceptance Testing,http://www.linkedin.com/skills/skill/User_Acceptance_Testing
Business Architecture,http://www.linkedin.com/skills/skill/Business_Architecture
Business Design,http://www.linkedin.com/skills/skill/Business_Design
Mobile Content,http://www.linkedin.com/skills/skill/Mobile_Content
Mobile Advertising,http://www.linkedin.com/skills/skill/Mobile_Advertising
Online User Experience,http://www.linkedin.com/skills/skill/Online_User_Experience
System Administration,http://www.linkedin.com/skills/skill/System_Administration
Active Directory,http://www.linkedin.com/skills/skill/Active_Directory
Microsoft Exchange,http://www.linkedin.com/skills/skill/Microsoft_Exchange
Linux System Administration,http://www.linkedin.com/skills/skill/Linux_System_Administration
NetApp,http://www.linkedin.com/skills/skill/NetApp
IT Operations,http://www.linkedin.com/skills/skill/IT_Operations
System Center Products,http://www.linkedin.com/skills/skill/System_Center_Products
Nagios,http://www.linkedin.com/skills/skill/Nagios
Cacti,http://www.linkedin.com/skills/skill/Cacti
System Monitoring,http://www.linkedin.com/skills/skill/System_Monitoring
STL,http://www.linkedin.com/skills/skill/STL
Win32 API,http://www.linkedin.com/skills/skill/Win32_API
APIs,http://www.linkedin.com/skills/skill/APIs
Win32,http://www.linkedin.com/skills/skill/Win32
COM,http://www.linkedin.com/skills/skill/COM
API,http://www.linkedin.com/skills/skill/API
Image Manipulation,http://www.linkedin.com/skills/skill/Image_Manipulation
Print Production Co ordinator,http://www.linkedin.com/skills/skill/Print_Production_Co_ordinator
Digital Photography,http://www.linkedin.com/skills/skill/Digital_Photography
Vector Illustration,http://www.linkedin.com/skills/skill/Vector_Illustration
Portrait Photography,http://www.linkedin.com/skills/skill/Portrait_Photography
Disruptive Thinking,http://www.linkedin.com/skills/skill/Disruptive_Thinking
Customer Oriented,http://www.linkedin.com/skills/skill/Customer_Oriented
Global Sourcing,http://www.linkedin.com/skills/skill/Global_Sourcing
International Recruitment,http://www.linkedin.com/skills/skill/International_Recruitment
Head Hunting,http://www.linkedin.com/skills/skill/Head_Hunting
הד הנטינג בכירים,http://www.linkedin.com/skills/skill/הד_הנטינג_בכירים
גיוס שרשרת אספקה,http://www.linkedin.com/skills/skill/גיוס_שרשרת_אספקה
Head Hunter,http://www.linkedin.com/skills/skill/Head_Hunter
Israel Head Hunting,http://www.linkedin.com/skills/skill/Israel_Head_Hunting
מומחה סדנת לינקדאין,http://www.linkedin.com/skills/skill/מומחה_סדנת_לינקדאין
הד הנטינג,http://www.linkedin.com/skills/skill/הד_הנטינג
Headhunting,http://www.linkedin.com/skills/skill/Headhunting
הד הנטר,http://www.linkedin.com/skills/skill/הד_הנטר
Linkedin trainer,http://www.linkedin.com/skills/skill/Linkedin_trainer
סדנת לינקדאין,http://www.linkedin.com/skills/skill/סדנת_לינקדאין
Recruiter,http://www.linkedin.com/skills/skill/Recruiter
Israel Head Hunter,http://www.linkedin.com/skills/skill/Israel_Head_Hunter
Global Head Hunting,http://www.linkedin.com/skills/skill/Global_Head_Hunting
איתור בכירים,http://www.linkedin.com/skills/skill/איתור_בכירים
גיוס מנהלים,http://www.linkedin.com/skills/skill/גיוס_מנהלים
איתור סמנכל רכש שרשרת אספקה,http://www.linkedin.com/skills/skill/איתור_סמנכל_רכש_שרשרת_אספקה
גיוס עובדים בסין,http://www.linkedin.com/skills/skill/גיוס_עובדים_בסין
איתור מנהלים בחול,http://www.linkedin.com/skills/skill/איתור_מנהלים_בחול
Global head Hunter,http://www.linkedin.com/skills/skill/Global_head_Hunter
איתור גיוס מנהלים בעולם,http://www.linkedin.com/skills/skill/איתור_גיוס_מנהלים_בעולם
השמת בכירים,http://www.linkedin.com/skills/skill/השמת_בכירים
ASP.NET MVC,http://www.linkedin.com/skills/skill/ASP.NET_MVC
MSSQL,http://www.linkedin.com/skills/skill/MSSQL
Razor,http://www.linkedin.com/skills/skill/Razor
MVC3,http://www.linkedin.com/skills/skill/MVC3
Microsoft Office,http://www.linkedin.com/skills/skill/Microsoft_Office
Architectural Design,http://www.linkedin.com/skills/skill/Architectural_Design
Visual Basic,http://www.linkedin.com/skills/skill/Visual_Basic
Prototype,http://www.linkedin.com/skills/skill/Prototype
Extreme Programming,http://www.linkedin.com/skills/skill/Extreme_Programming
Program Development,http://www.linkedin.com/skills/skill/Program_Development
GUI development,http://www.linkedin.com/skills/skill/GUI_development
Windows Internals,http://www.linkedin.com/skills/skill/Windows_Internals
SAS,http://www.linkedin.com/skills/skill/SAS
ETL,http://www.linkedin.com/skills/skill/ETL
Packaging,http://www.linkedin.com/skills/skill/Packaging
Photography,http://www.linkedin.com/skills/skill/Photography
Administrative Duties,http://www.linkedin.com/skills/skill/Administrative_Duties
Accounting,http://www.linkedin.com/skills/skill/Accounting
Documentation,http://www.linkedin.com/skills/skill/Documentation
Web Performance,http://www.linkedin.com/skills/skill/Web_Performance
E Commerce,http://www.linkedin.com/skills/skill/E_Commerce
Investment Properties,http://www.linkedin.com/skills/skill/Investment_Properties
Real Estate Development,http://www.linkedin.com/skills/skill/Real_Estate_Development
Real Estate,http://www.linkedin.com/skills/skill/Real_Estate
ClearCase,http://www.linkedin.com/skills/skill/ClearCase
Software Configuration Management,http://www.linkedin.com/skills/skill/Software_Configuration_Management
Solaris,http://www.linkedin.com/skills/skill/Solaris
Configuration Management,http://www.linkedin.com/skills/skill/Configuration_Management
ClearQuest,http://www.linkedin.com/skills/skill/ClearQuest
Unix Administration,http://www.linkedin.com/skills/skill/Unix_Administration
Tcsh,http://www.linkedin.com/skills/skill/Tcsh
Continuous Integration,http://www.linkedin.com/skills/skill/Continuous_Integration
Build Automation,http://www.linkedin.com/skills/skill/Build_Automation
Unix Shell Scripting,http://www.linkedin.com/skills/skill/Unix_Shell_Scripting
Csh,http://www.linkedin.com/skills/skill/Csh
Perforce,http://www.linkedin.com/skills/skill/Perforce
Build Engineering,http://www.linkedin.com/skills/skill/Build_Engineering
Tk,http://www.linkedin.com/skills/skill/Tk
Scripting,http://www.linkedin.com/skills/skill/Scripting
Release Engineering,http://www.linkedin.com/skills/skill/Release_Engineering
Fisheye,http://www.linkedin.com/skills/skill/Fisheye
Awk,http://www.linkedin.com/skills/skill/Awk
Condor,http://www.linkedin.com/skills/skill/Condor
EDA,http://www.linkedin.com/skills/skill/EDA
Harvest,http://www.linkedin.com/skills/skill/Harvest
TCL,http://www.linkedin.com/skills/skill/TCL
Smartbits,http://www.linkedin.com/skills/skill/Smartbits
Ksh,http://www.linkedin.com/skills/skill/Ksh
Confluence,http://www.linkedin.com/skills/skill/Confluence
Sed,http://www.linkedin.com/skills/skill/Sed
Grep,http://www.linkedin.com/skills/skill/Grep
QA Automation,http://www.linkedin.com/skills/skill/QA_Automation
Grid Computing,http://www.linkedin.com/skills/skill/Grid_Computing
Groovy,http://www.linkedin.com/skills/skill/Groovy
Expect,http://www.linkedin.com/skills/skill/Expect
IXIA,http://www.linkedin.com/skills/skill/IXIA
Waterfall,http://www.linkedin.com/skills/skill/Waterfall
UCM,http://www.linkedin.com/skills/skill/UCM
OpenSSH,http://www.linkedin.com/skills/skill/OpenSSH
Rsync,http://www.linkedin.com/skills/skill/Rsync
Process Automation,http://www.linkedin.com/skills/skill/Process_Automation
Internet Research,http://www.linkedin.com/skills/skill/Internet_Research
Ethnography,http://www.linkedin.com/skills/skill/Ethnography
Content Strategy,http://www.linkedin.com/skills/skill/Content_Strategy
Chemical Engineering,http://www.linkedin.com/skills/skill/Chemical_Engineering
Water Treatment,http://www.linkedin.com/skills/skill/Water_Treatment
Water,http://www.linkedin.com/skills/skill/Water
Wastewater Treatment,http://www.linkedin.com/skills/skill/Wastewater_Treatment
Desalination,http://www.linkedin.com/skills/skill/Desalination
Environmental Engineering,http://www.linkedin.com/skills/skill/Environmental_Engineering
Water Quality,http://www.linkedin.com/skills/skill/Water_Quality
Nanotechnology,http://www.linkedin.com/skills/skill/Nanotechnology
Reverse Osmosis,http://www.linkedin.com/skills/skill/Reverse_Osmosis
Environmental Awareness,http://www.linkedin.com/skills/skill/Environmental_Awareness
Environmental,http://www.linkedin.com/skills/skill/Environmental
Private Equity Funding,http://www.linkedin.com/skills/skill/Private_Equity_Funding
Corporate Finance,http://www.linkedin.com/skills/skill/Corporate_Finance
International Market Entry,http://www.linkedin.com/skills/skill/International_Market_Entry
Financial Analysis,http://www.linkedin.com/skills/skill/Financial_Analysis
Business Valuation,http://www.linkedin.com/skills/skill/Business_Valuation
Emerging Markets,http://www.linkedin.com/skills/skill/Emerging_Markets
China Business Development,http://www.linkedin.com/skills/skill/China_Business_Development
Debt,http://www.linkedin.com/skills/skill/Debt
Credit Risk,http://www.linkedin.com/skills/skill/Credit_Risk
Equity Research,http://www.linkedin.com/skills/skill/Equity_Research
public private partnerships,http://www.linkedin.com/skills/skill/public_private_partnerships
Scalability,http://www.linkedin.com/skills/skill/Scalability
Innovation Management,http://www.linkedin.com/skills/skill/Innovation_Management
Invention,http://www.linkedin.com/skills/skill/Invention
Fundraising,http://www.linkedin.com/skills/skill/Fundraising
Editing,http://www.linkedin.com/skills/skill/Editing
Desktop Publishing,http://www.linkedin.com/skills/skill/Desktop_Publishing
Building Relationships,http://www.linkedin.com/skills/skill/Building_Relationships
Coordination,http://www.linkedin.com/skills/skill/Coordination
Media Relations,http://www.linkedin.com/skills/skill/Media_Relations
Publicity,http://www.linkedin.com/skills/skill/Publicity
Online Research,http://www.linkedin.com/skills/skill/Online_Research
Spreadsheets,http://www.linkedin.com/skills/skill/Spreadsheets
Newsletters,http://www.linkedin.com/skills/skill/Newsletters
Time Management,http://www.linkedin.com/skills/skill/Time_Management
Mobile Operators,http://www.linkedin.com/skills/skill/Mobile_Operators
Mobile Solutions,http://www.linkedin.com/skills/skill/Mobile_Solutions
Mobile Games,http://www.linkedin.com/skills/skill/Mobile_Games
Mobile Social Networking,http://www.linkedin.com/skills/skill/Mobile_Social_Networking
Mobile Data Solutions,http://www.linkedin.com/skills/skill/Mobile_Data_Solutions
Technical Sales,http://www.linkedin.com/skills/skill/Technical_Sales
Mobile Payments,http://www.linkedin.com/skills/skill/Mobile_Payments
Mobile Product Development,http://www.linkedin.com/skills/skill/Mobile_Product_Development
Mobile Messaging,http://www.linkedin.com/skills/skill/Mobile_Messaging
Mobility,http://www.linkedin.com/skills/skill/Mobility
Sla,http://www.linkedin.com/skills/skill/Sla
Roadmap,http://www.linkedin.com/skills/skill/Roadmap
Headhunt,http://www.linkedin.com/skills/skill/Headhunt
recruitment,http://www.linkedin.com/skills/skill/recruitment
human resource,http://www.linkedin.com/skills/skill/human_resource
Graphics,http://www.linkedin.com/skills/skill/Graphics
Typography,http://www.linkedin.com/skills/skill/Typography
Logo Design,http://www.linkedin.com/skills/skill/Logo_Design
Creative Branding,http://www.linkedin.com/skills/skill/Creative_Branding
Spatial Design,http://www.linkedin.com/skills/skill/Spatial_Design
Concept Design,http://www.linkedin.com/skills/skill/Concept_Design
Installations,http://www.linkedin.com/skills/skill/Installations
PMP,http://www.linkedin.com/skills/skill/PMP
XP,http://www.linkedin.com/skills/skill/XP
Agile Coaching,http://www.linkedin.com/skills/skill/Agile_Coaching
Certified Scrum Master CSM,http://www.linkedin.com/skills/skill/Certified_Scrum_Master_CSM
Unified Process,http://www.linkedin.com/skills/skill/Unified_Process
Lean Initiatives,http://www.linkedin.com/skills/skill/Lean_Initiatives
Lean Sigma,http://www.linkedin.com/skills/skill/Lean_Sigma
Visual Design,http://www.linkedin.com/skills/skill/Visual_Design
Digital Project Management,http://www.linkedin.com/skills/skill/Digital_Project_Management
Twitter,http://www.linkedin.com/skills/skill/Twitter
SmartRecruiters,http://www.linkedin.com/skills/skill/SmartRecruiters
Marketing Copy,http://www.linkedin.com/skills/skill/Marketing_Copy
Conversational Marketing,http://www.linkedin.com/skills/skill/Conversational_Marketing
Ghostwriting,http://www.linkedin.com/skills/skill/Ghostwriting
Website Copy,http://www.linkedin.com/skills/skill/Website_Copy
Advertising Copy,http://www.linkedin.com/skills/skill/Advertising_Copy
Blog Development,http://www.linkedin.com/skills/skill/Blog_Development
Stories,http://www.linkedin.com/skills/skill/Stories
Designing,http://www.linkedin.com/skills/skill/Designing
Hardware,http://www.linkedin.com/skills/skill/Hardware
User Flows,http://www.linkedin.com/skills/skill/User_Flows
Axure,http://www.linkedin.com/skills/skill/Axure
Prototyping,http://www.linkedin.com/skills/skill/Prototyping
Site Maps,http://www.linkedin.com/skills/skill/Site_Maps
OmniGraffle,http://www.linkedin.com/skills/skill/OmniGraffle
Instructional Design,http://www.linkedin.com/skills/skill/Instructional_Design
Heuristic Analysis,http://www.linkedin.com/skills/skill/Heuristic_Analysis
User Stories,http://www.linkedin.com/skills/skill/User_Stories
Storyboarding,http://www.linkedin.com/skills/skill/Storyboarding
Style Guides,http://www.linkedin.com/skills/skill/Style_Guides
Mockups,http://www.linkedin.com/skills/skill/Mockups
Design Specifications,http://www.linkedin.com/skills/skill/Design_Specifications
Contextual Inquiry,http://www.linkedin.com/skills/skill/Contextual_Inquiry
Sketching,http://www.linkedin.com/skills/skill/Sketching
Banking,http://www.linkedin.com/skills/skill/Banking
Conference Production,http://www.linkedin.com/skills/skill/Conference_Production
Multilingual,http://www.linkedin.com/skills/skill/Multilingual
French,http://www.linkedin.com/skills/skill/French
Foreign Languages,http://www.linkedin.com/skills/skill/Foreign_Languages
Interpersonal Leadership,http://www.linkedin.com/skills/skill/Interpersonal_Leadership
Conflict Management,http://www.linkedin.com/skills/skill/Conflict_Management
Crisis Communications,http://www.linkedin.com/skills/skill/Crisis_Communications
Resourceful Problem-solving,http://www.linkedin.com/skills/skill/Resourceful_Problem-solving
Conference Design,http://www.linkedin.com/skills/skill/Conference_Design
Diversity Training,http://www.linkedin.com/skills/skill/Diversity_Training
Latin America,http://www.linkedin.com/skills/skill/Latin_America
Interpersonal Skill,http://www.linkedin.com/skills/skill/Interpersonal_Skill
Outstanding interpersonal communication skills,http://www.linkedin.com/skills/skill/Outstanding_interpersonal_communication_skills
Website content,http://www.linkedin.com/skills/skill/Website_content
Technology Solutions,http://www.linkedin.com/skills/skill/Technology_Solutions
Internet Entrepreneur,http://www.linkedin.com/skills/skill/Internet_Entrepreneur
Channel,http://www.linkedin.com/skills/skill/Channel
Lead Generation,http://www.linkedin.com/skills/skill/Lead_Generation
Salesforce.com,http://www.linkedin.com/skills/skill/Salesforce.com
Design Direction,http://www.linkedin.com/skills/skill/Design_Direction
Experienced Business Analyst,http://www.linkedin.com/skills/skill/Experienced_Business_Analyst
Software Requirements,http://www.linkedin.com/skills/skill/Software_Requirements
Software Development Life Cycle,http://www.linkedin.com/skills/skill/Software_Development_Life_Cycle
RUP,http://www.linkedin.com/skills/skill/RUP
Agile Business Analysis,http://www.linkedin.com/skills/skill/Agile_Business_Analysis
Agile Adoption Consulting,http://www.linkedin.com/skills/skill/Agile_Adoption_Consulting
Agile Training,http://www.linkedin.com/skills/skill/Agile_Training
Software Implementation,http://www.linkedin.com/skills/skill/Software_Implementation
Adoption,http://www.linkedin.com/skills/skill/Adoption
Agile Testing,http://www.linkedin.com/skills/skill/Agile_Testing
Lean,http://www.linkedin.com/skills/skill/Lean
Internal Communications,http://www.linkedin.com/skills/skill/Internal_Communications
Consensus Building,http://www.linkedin.com/skills/skill/Consensus_Building
Speech Writing,http://www.linkedin.com/skills/skill/Speech_Writing
Capacity Building,http://www.linkedin.com/skills/skill/Capacity_Building
Records Management,http://www.linkedin.com/skills/skill/Records_Management
Innovative Thinking,http://www.linkedin.com/skills/skill/Innovative_Thinking
startup,http://www.linkedin.com/skills/skill/startup
CISSP,http://www.linkedin.com/skills/skill/CISSP
Technical Documentation,http://www.linkedin.com/skills/skill/Technical_Documentation
Immigration Law,http://www.linkedin.com/skills/skill/Immigration_Law
Visas,http://www.linkedin.com/skills/skill/Visas
Immigration,http://www.linkedin.com/skills/skill/Immigration
Staff Augmentation,http://www.linkedin.com/skills/skill/Staff_Augmentation
Client Relations Skills,http://www.linkedin.com/skills/skill/Client_Relations_Skills
Virtual Teams,http://www.linkedin.com/skills/skill/Virtual_Teams
Technology Planning,http://www.linkedin.com/skills/skill/Technology_Planning
ISO,http://www.linkedin.com/skills/skill/ISO
Goverance of IT,http://www.linkedin.com/skills/skill/Goverance_of_IT
Published Author,http://www.linkedin.com/skills/skill/Published_Author
Strategic Use Of Technology,http://www.linkedin.com/skills/skill/Strategic_Use_Of_Technology
ISO 38500,http://www.linkedin.com/skills/skill/ISO_38500
Strategy for use of IT,http://www.linkedin.com/skills/skill/Strategy_for_use_of_IT
Educator,http://www.linkedin.com/skills/skill/Educator
Technology Evaluation,http://www.linkedin.com/skills/skill/Technology_Evaluation
Business Case for IT-enabled business change,http://www.linkedin.com/skills/skill/Business_Case_for_IT-enabled_business_change
Executive coach,http://www.linkedin.com/skills/skill/Executive_coach
Board advisor,http://www.linkedin.com/skills/skill/Board_advisor
Project steering committees,http://www.linkedin.com/skills/skill/Project_steering_committees
Business use of IT,http://www.linkedin.com/skills/skill/Business_use_of_IT
Business change,http://www.linkedin.com/skills/skill/Business_change
Technology assessment,http://www.linkedin.com/skills/skill/Technology_assessment
Server Architecture,http://www.linkedin.com/skills/skill/Server_Architecture
High Availability,http://www.linkedin.com/skills/skill/High_Availability
Start-up Operations,http://www.linkedin.com/skills/skill/Start-up_Operations
Touch Screens,http://www.linkedin.com/skills/skill/Touch_Screens
USB,http://www.linkedin.com/skills/skill/USB
MPEG,http://www.linkedin.com/skills/skill/MPEG
WebCEO,http://www.linkedin.com/skills/skill/WebCEO
Founding,http://www.linkedin.com/skills/skill/Founding
Pitching Ideas,http://www.linkedin.com/skills/skill/Pitching_Ideas
Hiring Employees,http://www.linkedin.com/skills/skill/Hiring_Employees
Product Evolution,http://www.linkedin.com/skills/skill/Product_Evolution
Applicant Tracking Systems,http://www.linkedin.com/skills/skill/Applicant_Tracking_Systems
Exit Strategies,http://www.linkedin.com/skills/skill/Exit_Strategies
Acquisitions,http://www.linkedin.com/skills/skill/Acquisitions
Startup Consulting,http://www.linkedin.com/skills/skill/Startup_Consulting
Start-ups Acceleration,http://www.linkedin.com/skills/skill/Start-ups_Acceleration
M&A due diligence,http://www.linkedin.com/skills/skill/M&A_due_diligence
Technology Acquisition,http://www.linkedin.com/skills/skill/Technology_Acquisition
Wealth,http://www.linkedin.com/skills/skill/Wealth
Insurance,http://www.linkedin.com/skills/skill/Insurance
Life Insurance,http://www.linkedin.com/skills/skill/Life_Insurance
Health Insurance,http://www.linkedin.com/skills/skill/Health_Insurance
Retirement Planning,http://www.linkedin.com/skills/skill/Retirement_Planning
Group Insurance,http://www.linkedin.com/skills/skill/Group_Insurance
Wealth Management,http://www.linkedin.com/skills/skill/Wealth_Management
Financial Accounting,http://www.linkedin.com/skills/skill/Financial_Accounting
Claim,http://www.linkedin.com/skills/skill/Claim
Superannuation,http://www.linkedin.com/skills/skill/Superannuation
Financial Risk,http://www.linkedin.com/skills/skill/Financial_Risk
Financial Services,http://www.linkedin.com/skills/skill/Financial_Services
Pensions,http://www.linkedin.com/skills/skill/Pensions
Financial Planners,http://www.linkedin.com/skills/skill/Financial_Planners
Employee Benefits,http://www.linkedin.com/skills/skill/Employee_Benefits
Underwriting,http://www.linkedin.com/skills/skill/Underwriting
Buy-sell Agreements,http://www.linkedin.com/skills/skill/Buy-sell_Agreements
Key Person Insurance,http://www.linkedin.com/skills/skill/Key_Person_Insurance
General Insurance,http://www.linkedin.com/skills/skill/General_Insurance
KiwiSaver,http://www.linkedin.com/skills/skill/KiwiSaver
Buy Sell Agreements,http://www.linkedin.com/skills/skill/Buy_Sell_Agreements
Trauma Insurance,http://www.linkedin.com/skills/skill/Trauma_Insurance
TPD Insurance,http://www.linkedin.com/skills/skill/TPD_Insurance
Business Insurance,http://www.linkedin.com/skills/skill/Business_Insurance
Directors & Officers Liability,http://www.linkedin.com/skills/skill/Directors_&_Officers_Liability
Professional Liability,http://www.linkedin.com/skills/skill/Professional_Liability
Public Liability,http://www.linkedin.com/skills/skill/Public_Liability
Interactive Media,http://www.linkedin.com/skills/skill/Interactive_Media
Silverlight,http://www.linkedin.com/skills/skill/Silverlight
XAML,http://www.linkedin.com/skills/skill/XAML
ADO/ADO.NET,http://www.linkedin.com/skills/skill/ADO/ADO.NET
Microsoft Technologies,http://www.linkedin.com/skills/skill/Microsoft_Technologies
Visio,http://www.linkedin.com/skills/skill/Visio
COBOL,http://www.linkedin.com/skills/skill/COBOL
Mac OS,http://www.linkedin.com/skills/skill/Mac_OS
iOS,http://www.linkedin.com/skills/skill/iOS
iPhone,http://www.linkedin.com/skills/skill/iPhone
iPad,http://www.linkedin.com/skills/skill/iPad
Xcode,http://www.linkedin.com/skills/skill/Xcode
iPhone Application Development,http://www.linkedin.com/skills/skill/iPhone_Application_Development
Game Programming,http://www.linkedin.com/skills/skill/Game_Programming
Cocos2d,http://www.linkedin.com/skills/skill/Cocos2d
Re-engineering,http://www.linkedin.com/skills/skill/Re-engineering
Disaster Recovery,http://www.linkedin.com/skills/skill/Disaster_Recovery
Strategic Thinking,http://www.linkedin.com/skills/skill/Strategic_Thinking
Restructuring,http://www.linkedin.com/skills/skill/Restructuring
Mentoring,http://www.linkedin.com/skills/skill/Mentoring
Managerial Finance,http://www.linkedin.com/skills/skill/Managerial_Finance
Personality Testing,http://www.linkedin.com/skills/skill/Personality_Testing
Strategic Sourcing,http://www.linkedin.com/skills/skill/Strategic_Sourcing
Passive Candidate Generation,http://www.linkedin.com/skills/skill/Passive_Candidate_Generation
Recruitment Training,http://www.linkedin.com/skills/skill/Recruitment_Training
Boolean Search,http://www.linkedin.com/skills/skill/Boolean_Search
Trainer and Facilitator,http://www.linkedin.com/skills/skill/Trainer_and_Facilitator
Candidate Engagement,http://www.linkedin.com/skills/skill/Candidate_Engagement
E-recruitment,http://www.linkedin.com/skills/skill/E-recruitment
AvatureCRM,http://www.linkedin.com/skills/skill/AvatureCRM
Managing Your Workload,http://www.linkedin.com/skills/skill/Managing_Your_Workload
Influencing & Persuading,http://www.linkedin.com/skills/skill/Influencing_&_Persuading
Webinars,http://www.linkedin.com/skills/skill/Webinars
End to End Candidate Screening,http://www.linkedin.com/skills/skill/End_to_End_Candidate_Screening
Maps,http://www.linkedin.com/skills/skill/Maps
Global Talent Acquisition,http://www.linkedin.com/skills/skill/Global_Talent_Acquisition
